O2,CH4,O3,H2O,OH,H2,CO,T_time,alt,rh,time,O2_flux,ri_flux,change_during_glaciations
1.40722252727265e-07,2.0030024672650116e-05,9.952250355676115e-13,0.006862334143059036,3.988414635139922e-14,1.2142284769082597e-05,3.3300792233099546e-07,290.0,25000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.0364112880625991e-07,2.0011667179323766e-05,8.358795189602453e-13,0.00625933503936259,5.2442132035224605e-14,1.2142703710787772e-05,3.3269376591785797e-07,287.6626158997753,75000.0,0.35000000000000003,1261440000000000.0,2000000000000.0,21999999999.999992,False
7.085798645067538e-08,1.999516556355926e-05,7.103344238730849e-13,0.005666282828860183,6.558017982154343e-14,1.2144161989856864e-05,3.3210648403743095e-07,285.2448863044789,125000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
4.334291622000272e-08,1.9980920187797703e-05,5.685978873656709e-13,0.005080563185215906,7.916288415115771e-14,1.21468438596617e-05,3.3125596265277296e-07,282.72231287287286,175000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.196918909624724e-08,1.9969281517907586e-05,3.7403897633381854e-13,0.004510898545347812,9.463129996226823e-14,1.2150893831180295e-05,3.301938552539736e-07,280.0984743309797,225000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
7.575070777239657e-09,1.996060076801596e-05,1.474261287688559e-13,0.003958974115533095,1.1912985356603722e-13,1.2156441386211018e-05,3.29083037130632e-07,277.355427447546,275000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.0971045940409082e-09,1.9955391100674112e-05,2.04011605855134e-14,0.003427012961217899,1.1909442686662964e-13,1.2163715699990072e-05,3.285114951572981e-07,274.47150629051606,325000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.350188988806728e-10,1.9952689051092275e-05,3.5410147263466797e-15,0.0028668842921050182,4.521172203734469e-14,1.2172212684364615e-05,3.292492817294799e-07,271.40973663360654,375000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.5090879008368363e-11,1.9950268651539132e-05,3.748882657154285e-16,0.0023193779079071926,2.8560672867079265e-14,1.2180448794016153e-05,3.305509377468245e-07,268.1645108941888,425000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.6828612728431176e-12,1.994784519777738e-05,4.251691477499013e-17,0.0018284422669836862,2.712085296408311e-14,1.2188355091694146e-05,3.323503487258859e-07,264.6908487991124,475000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.9088697144600725e-13,1.9945381666318056e-05,8.393838262948946e-18,0.0013977000922116688,2.8014783622960663e-14,1.2195991003400766e-05,3.3467897307048305e-07,260.9541157609949,525000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.7385987391737684e-13,1.9942868069315367e-05,6.025708987786515e-18,0.0010286234406086602,2.902449136749162e-14,1.2203360544248828e-05,3.375509672810916e-07,256.9019574581341,575000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.3292757096005944e-13,1.9940299432858553e-05,1.0260963350292026e-17,0.0007232932984021619,2.928967414094441e-14,1.2210462064942694e-05,3.409595157806188e-07,252.48823195198878,625000.0,0.35000000000000003,1261440000000000.0,2000000000000.0,21999999999.999992,False
4.106640198730041e-13,1.9937672743417942e-05,2.4343964452653674e-17,0.0004806881185121142,2.835339104878904e-14,1.2217312716667274e-05,3.4487434451974796e-07,247.64591157873772,675000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
9.152644571844316e-13,1.993498618352839e-05,7.78494376459109e-17,0.0002989190447664122,2.6265076729803447e-14,1.2223958032375753e-05,3.4923865058014864e-07,242.3346652131261,725000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.5921675004536294e-12,1.9932238917020402e-05,3.3852310959065165e-16,0.0001711732948210482,2.3562719372756552e-14,1.2230470025174779e-05,3.5397267069497707e-07,236.47777949090056,775000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
8.26210115516342e-12,1.9929430838362577e-05,1.7367692024680637e-15,8.892499228276193e-05,2.1379023096160723e-14,1.223693884686732e-05,3.5898462353579433e-07,230.0380789350521,825000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.407270193248245e-11,1.9926561958589118e-05,8.082763391842553e-15,4.129211129449322e-05,2.0772595489385456e-14,1.2243459039809232e-05,3.641885077548572e-07,223.00863844813122,875000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
5.312031726483887e-11,1.9923631541332605e-05,2.664028626953956e-14,1.669467125060974e-05,2.1489833298560133e-14,1.2250112474731534e-05,3.6950981276344126e-07,215.32541808542427,925000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
7.858744613829736e-11,1.9920515470682942e-05,4.0964052187893894e-14,1.727000480689682e-05,2.8678411415181053e-14,1.2257226527150497e-05,3.7507930320843417e-07,215.0,975000.0,0.35,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.1108854845730045e-10,1.9917038377201078e-05,6.253458200005759e-14,1.2203001827922259e-05,3.378253610592503e-14,1.2265228694831158e-05,3.812178488667116e-07,215.0,1025000.0,0.2289746947343692,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.484339961806765e-10,1.99126573305116e-05,8.789304530913743e-14,9.373992397441586e-06,4.063881655699892e-14,1.2275433515645013e-05,3.887971537282688e-07,215.0,1075000.0,0.16285303048117156,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.8934161553057753e-10,1.9906411991716346e-05,1.1563674856172456e-13,7.87427997697794e-06,4.9330011748979885e-14,1.2290205478063019e-05,3.9931863649702054e-07,215.0,1125000.0,0.1266594969906108,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.3008181257926102e-10,1.98973963919605e-05,1.4283273930984008e-13,7.305838227267629e-06,5.971503541526666e-14,1.2311916741105443e-05,4.140380729319072e-07,215.0,1175000.0,0.10880725408875228,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.6976562988979846e-10,1.9884408810230745e-05,1.6851965783481442e-13,7.272981493032479e-06,7.143836281944311e-14,1.2343824307524708e-05,4.3451005562885376e-07,215.0,1225000.0,0.10029202792715498,1261440000000000.0,2000000000000.0,21999999999.999992,False
3.124582784151387e-10,1.986573362864553e-05,1.9527807021229742e-13,7.263355627063976e-06,8.368749365371121e-14,1.2390694189286017e-05,4.628402948367988e-07,215.0,1275000.0,0.09273904282175131,1261440000000000.0,2000000000000.0,21999999999.999992,False
3.6159446881687654e-10,1.983891774309566e-05,2.2418835438770982e-13,7.247989804522863e-06,9.604601489835129e-14,1.245950583423197e-05,5.018597877021695e-07,215.0,1325000.0,0.08568789666468593,1261440000000000.0,2000000000000.0,21999999999.999992,False
4.2060948289597945e-10,1.9800446866306342e-05,2.5640993480653133e-13,7.223632255399799e-06,1.0801224339646486e-13,1.2560476649266916e-05,5.553913606019727e-07,215.0,1375000.0,0.07907503327069343,1261440000000000.0,2000000000000.0,21999999999.999992,False
4.904064292038436e-10,1.975031701721017e-05,2.9112784242590493e-13,7.188828440736314e-06,1.197550825623523e-13,1.2695021108939969e-05,6.219503934403159e-07,215.0,1425000.0,0.07286667584555458,1261440000000000.0,2000000000000.0,21999999999.999992,False
5.705466765278118e-10,1.969134891172906e-05,3.269392000742803e-13,7.144299900378955e-06,1.321033659657761e-13,1.2856765396149291e-05,6.965396648992323e-07,215.0,1475000.0,0.06705371365060378,1261440000000000.0,2000000000000.0,21999999999.999992,False
6.62588192863325e-10,1.9622330547440472e-05,3.642387120488855e-13,7.088043165066058e-06,1.451498527616973e-13,1.3050087339409958e-05,7.795880973553773e-07,215.0,1525000.0,0.061600901693701936,1261440000000000.0,2000000000000.0,21999999999.999992,False
7.682549293398994e-10,1.9541369958008406e-05,4.034392544478237e-13,7.017310292262198e-06,1.588719517861066e-13,1.3281455095170847e-05,8.721479458154682e-07,215.0,1575000.0,0.05647213272721488,1261440000000000.0,2000000000000.0,21999999999.999992,False
8.878109744021033e-10,1.9450075091678527e-05,4.437578845257148e-13,6.9323725051828494e-06,1.7385330949172726e-13,1.3547377345282807e-05,9.712402351347691e-07,215.0,1625000.0,0.05165988433879893,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.0211658802059692e-09,1.9351556838138867e-05,4.840837042983467e-13,6.835330453616992e-06,1.9087935168015018e-13,1.383957121753659e-05,1.072700188663544e-06,215.0,1675000.0,0.04716765861481659,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.1694909871617286e-09,1.924693034144889e-05,5.240118275246102e-13,6.7267560125331935e-06,2.1041358498378904e-13,1.4155248038035146e-05,1.1748608681121282e-06,215.0,1725000.0,0.042984212876482256,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.3337379792779186e-09,1.9137959918069508e-05,5.629624570481139e-13,6.608118391511597e-06,2.3301894620971495e-13,1.4489444809733793e-05,1.2756507585319018e-06,215.0,1775000.0,0.03910252942698532,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.5151648703456287e-09,1.9026228353345948e-05,6.0046505316425e-13,6.480943841365637e-06,2.5927815513720375e-13,1.4837507513337229e-05,1.3734245024582353e-06,215.0,1825000.0,0.03551356420047757,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.7158773794768885e-09,1.8912595485240678e-05,6.363385396830896e-13,6.346115671505522e-06,2.8977296587197443e-13,1.5196857702111277e-05,1.4673501505846994e-06,215.0,1875000.0,0.03220313739911398,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.9373472343636958e-09,1.879962473186992e-05,6.699850948821248e-13,6.2067178609375285e-06,3.254120248631106e-13,1.555935708400423e-05,1.5553736211421896e-06,215.0,1925000.0,0.02916699146121128,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.1805999758072986e-09,1.8690409997048948e-05,7.006604311400498e-13,6.06684052794869e-06,3.6728083544150743e-13,1.5914821182710915e-05,1.6353826052739342e-06,215.0,1975000.0,0.026402002516679596,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.448585579295126e-09,1.858534087641828e-05,7.283897574030636e-13,5.92737608579986e-06,4.162941769380523e-13,1.6261600517809232e-05,1.7075025796007042e-06,215.0,2025000.0,0.02388837778298904,1261440000000000.0,2000000000000.0,21999999999.999992,False
2.744963032106229e-09,1.848407711716627e-05,7.533840426526122e-13,5.788233943575677e-06,4.734107549358978e-13,1.6600466237839623e-05,1.7723413985656981e-06,215.0,2075000.0,0.021603561968892827,1261440000000000.0,2000000000000.0,21999999999.999992,False
3.0744089314023535e-09,1.8385899792771783e-05,7.76002718129826e-13,5.648711943017536e-06,5.397189353684805e-13,1.6933545083344443e-05,1.830655891704133e-06,215.0,2125000.0,0.0195249105431138,1261440000000000.0,2000000000000.0,21999999999.999992,False
3.44238219193584e-09,1.82903048976902e-05,7.965942491808277e-13,5.508302228428766e-06,6.165330235187642e-13,1.726234389549012e-05,1.8829657771938541e-06,215.0,2175000.0,0.017632867572393074,1261440000000000.0,2000000000000.0,21999999999.999992,False
3.854893343744486e-09,1.8197216943776845e-05,8.154169238604599e-13,5.367058532896282e-06,7.0543555294296e-13,1.7586962772492773e-05,1.9294922278705912e-06,215.0,2225000.0,0.01591154307980904,1261440000000000.0,2000000000000.0,21999999999.999992,False
4.319225074868288e-09,1.81065651366327e-05,8.327701537348305e-13,5.2250172755034705e-06,8.082952390095212e-13,1.7907509239527906e-05,1.9704314248566903e-06,215.0,2275000.0,0.014346293152836307,1261440000000000.0,2000000000000.0,21999999999.999992,False
4.844098856577437e-09,1.8018282779323404e-05,8.489777583567263e-13,5.082199305451884e-06,9.273072311007884e-13,1.8224097789254088e-05,2.005957943295287e-06,215.0,2325000.0,0.012923640987327066,1261440000000000.0,2000000000000.0,21999999999.999992,False
5.439916432360074e-09,1.7932306860300777e-05,8.643751590772464e-13,4.938611372483063e-06,1.0650509588674217e-12,1.8536849309461074e-05,2.0362276232747076e-06,215.0,2375000.0,0.011631198960115273,1261440000000000.0,2000000000000.0,21999999999.999992,False
6.118860443776351e-09,1.7848577793402373e-05,8.792745190839588e-13,4.794247467901618e-06,1.2245492779345897e-12,1.884589031809512e-05,2.061379743530373e-06,215.0,2425000.0,0.0104575930272574,1261440000000000.0,2000000000000.0,21999999999.999992,False
6.894379317523476e-09,1.7767039248921222e-05,8.938607978458136e-13,4.649090211664297e-06,1.4093093957199965e-12,1.9151351938067553e-05,2.0815379044936772e-06,215.0,2475000.0,0.009392390357969913,1261440000000000.0,2000000000000.0,21999999999.999992,False
7.778997681194427e-09,1.7687637991464043e-05,9.079302441007124e-13,4.50311270997137e-06,1.6233197803677524e-12,1.9453368317047822e-05,2.09680818176695e-06,215.0,2525000.0,0.008426031205015646,1261440000000000.0,2000000000000.0,21999999999.999992,False
8.778723982110811e-09,1.7610323649134822e-05,9.203591911181083e-13,4.356281902156002e-06,1.8710143588183655e-12,1.9752073553061323e-05,2.107272318171508e-06,215.0,2575000.0,0.007549766493028445,1261440000000000.0,2000000000000.0,21999999999.999992,False
9.882512551968752e-09,1.753504828641195e-05,9.282744621007022e-13,4.208565056452616e-06,2.1573680290067124e-12,2.004759563094886e-05,2.112974656811962e-06,215.0,2625000.0,0.00675560264772426,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.104800546701259e-08,1.746176573848752e-05,9.262143417692327e-13,4.059941533804521e-06,2.488565534411381e-12,2.0340045285790283e-05,2.113907022578639e-06,215.0,2675000.0,0.006036254610013451,1261440000000000.0,2000000000000.0,21999999999.999992,False
1.2190952367993066e-08,1.739043094118485e-05,9.061434295206831e-13,3.9104215201162985e-06,2.8738057678617793e-12,2.0629497693642594e-05,2.110007005801705e-06,215.0,2725000.0,0.005385106188440974,1261440000000000.0,2000000000000.0,21999999999.999992,False
